CLOSE BUY,CL,1991-05-20,39.0,0.65,1991-06-03,40.0,0.54
CLOSE SELL,CL,1991-06-04,39.76,0.68,1991-06-12,38.76,0.47
CLOSE SELL,CL,1991-06-19,38.76,0.72,1991-07-01,37.24,1.12
CLOSE SELL,CL,1991-07-10,36.0,0.83,1991-07-22,39.0,-2.00
CLOSE SELL,CL,1991-07-22,39.0,0.79,1991-08-20,38.48,-0.34
CLOSE SELL,CL,1991-08-16,39.52,0.69,1991-08-20,38.48,0.51
CLOSE BUY,CL,1991-08-21,39.36,0.73,1991-09-19,40.64,0.75
CLOSE BUY,CL,1991-09-18,40.24,0.66,1991-10-02,43.36,3.74
CLOSE BUY,CL,1991-10-16,44.24,0.78,1991-10-24,40.88,-2.00
CLOSE BUY,CL,1991-10-24,40.88,0.85,1991-11-15,42.0,0.32
CLOSE BUY,CL,1991-11-29,42.24,0.77,1991-12-24,46.88,5.01
CLOSE BUY,CL,1992-01-08,49.0,0.96,1992-01-15,48.48,-1.54
CLOSE SELL,CL,1992-01-15,48.48,1.07,1992-01-24,47.12,0.27
CLOSE BUY,CL,1992-03-24,48.76,0.95,1992-04-23,50.24,0.55
CLOSE BUY,CL,1992-05-05,51.0,1.09,1992-06-03,53.0,0.83
CLOSE SELL,CL,1992-06-18,49.24,0.93,1992-07-17,53.12,-2.00
CLOSE BUY,CL,1992-08-26,55.12,0.75,1992-09-25,56.88,1.35
CLOSE SELL,CL,1992-10-05,57.24,1.09,1992-11-05,56.64,-0.45
CLOSE BUY,CL,1992-11-09,57.76,0.80,1992-12-01,59.52,1.19
CLOSE SELL,CL,1992-12-01,59.52,0.85,1992-12-14,58.24,0.51
CLOSE SELL,CL,1992-12-14,58.24,0.91,1993-01-11,55.0,2.56
CLOSE BUY,CL,1993-02-01,56.88,0.84,1993-02-10,60.0,2.70
CLOSE BUY,CL,1993-02-18,57.64,0.89,1993-03-19,66.64,9.07
CLOSE SELL,CL,1993-03-22,66.24,1.11,1993-03-24,65.24,-0.10
CLOSE SELL,CL,1993-04-01,65.88,1.07,1993-04-07,60.0,4.51
