CYH,PUT,2003-11-10,24.88,0.70,2003-11-12,25.29,-0.79,2003,0,,-0.79,25.0,2003-12-20,1.3,0.85,3,-135.00,0,,-135.00,
CYH,PUT,2003-12-04,26.8,0.55,2003-12-17,26.31,-0.05,2003,0,,-0.05,25.0,2004-01-17,0.7,0.4,7,-210.00,0,,-210.00,
CYH,CALL,2003-12-17,26.31,0.63,2004-01-16,30.15,2.55,2003,1,2.55,,25.0,2004-01-17,2.0,4.6,2,520.00,1,520.00,,
CYH,PUT,2004-01-26,28.77,0.82,2004-03-12,27.49,0.28,2004,1,0.28,,30.0,2004-03-20,2.3,2.5,2,40.00,1,40.00,,
CYH,PUT,2004-03-25,26.82,0.58,2004-05-21,24.42,1.55,2004,1,1.55,,25.0,2004-05-22,1.35,0.5,3,-255.00,0,,-255.00,
CYH,PUT,2004-06-22,25.34,0.67,2004-06-30,26.76,-1.00,2004,0,,-1.00,25.0,2004-08-21,1.3,0.45,3,-255.00,0,,-255.00,
CYH,PUT,2004-07-21,26.76,0.59,2004-08-10,24.08,1.76,2004,1,1.76,,25.0,2004-09-18,0.9,1.35,5,225.00,1,225.00,,
CYH,PUT,2005-01-05,27.06,0.48,2005-01-12,28.7,-1.00,2005,0,,-1.00,30.0,2005-02-19,3.2,1.75,1,-145.00,0,,-145.00,
CYH,PUT,2005-01-24,29.11,0.58,2005-02-01,29.72,-1.00,2005,0,,-1.00,30.0,2005-03-19,1.8,1.0,2,-160.00,0,,-160.00,
CYH,CALL,2005-02-01,29.72,0.61,2005-03-15,33.08,2.27,2005,1,2.27,,30.0,2005-03-19,1.0,3.0,5,1000.00,1,1000.00,,
CYH,CALL,2005-03-22,32.94,0.58,2005-04-14,34.95,1.22,2005,1,1.22,,35.0,2005-05-21,0.55,1.05,9,450.00,1,450.00,,
CYH,PUT,2005-04-27,33.32,0.69,2005-04-28,34.55,-1.00,2005,0,,-1.00,35.0,2005-06-18,2.3,1.25,2,-210.00,0,,-210.00,
CYH,CALL,2005-04-28,34.55,0.73,2005-05-11,36.65,0.93,2005,1,0.93,,35.0,2005-06-18,1.25,2.0,4,300.00,1,300.00,,
CYH,PUT,2005-05-23,35.79,0.84,2005-05-27,35.84,-0.53,2005,0,,-0.53,35.0,2005-07-16,0.9,0.6,5,-150.00,0,,-150.00,
CYH,CALL,2005-06-01,36.48,0.67,2005-06-17,37.92,0.58,2005,1,0.58,,35.0,2005-07-16,2.25,3.0,2,150.00,1,150.00,,
CYH,PUT,2005-07-11,37.05,0.59,2005-07-22,35.48,0.82,2005,1,0.82,,35.0,2005-08-20,0.45,0.8,11,385.00,1,385.00,,
