JUNO,CALL,2017-01-04,20.55,0.92,2017-01-11,19.61,-1.00,2017,0,,-1.00,20.0,2017-02-17,2.4,1.45,2,-190.00,0,,-190.00,1,2019-09-07,
OUTR.201609,CALL,2014-03-04,73.06,1.84,2014-03-06,71.15,-1.00,2014,0,,-1.00,75.0,2014-04-19,2.29,1.4,2,-178.00,0,,-178.00,0,2019-09-07,
APOL.201702,PUT,2008-04-21,45.5,3.33,2008-04-25,47.95,-0.87,2008,0,,-0.87,45.0,2008-06-21,3.7,2.29,1,-141.00,0,,-141.00,0,2019-09-07,
NBIX,PUT,2006-07-05,10.45,1.27,2006-07-19,9.69,-0.20,2006,0,,-0.20,10.0,2006-08-19,1.14,1.0,4,-56.00,0,,-56.00,1,2019-09-08,
NBIX,CALL,2006-08-10,9.09,0.49,2006-09-01,10.93,1.39,2006,1,1.39,,10.0,2006-09-16,0.55,1.35,9,720.00,1,720.00,,1,2019-09-08,
NBIX,PUT,2006-09-01,10.93,0.53,2006-09-12,10.41,-0.01,2006,0,,-0.01,10.0,2006-10-21,1.0,0.6,5,-200.00,0,,-200.00,1,2019-09-08,
NBIX,CALL,2006-10-03,10.8,0.38,2006-10-27,12.02,1.12,2006,1,1.12,,12.5,2006-11-18,0.55,0.8,9,225.00,1,225.00,,1,2019-09-08,
NBIX,PUT,2006-10-27,12.02,0.50,2006-11-07,8.39,3.14,2006,1,3.14,,10.0,2006-12-16,0.55,1.65,9,990.00,1,990.00,,1,2019-09-08,
AEO,PUT,2008-04-03,18.6,1.03,2008-04-10,16.62,0.46,2008,1,0.46,,17.5,2008-05-17,1.0,1.55,5,275.00,1,275.00,,0,2019-09-08,
CTXS,CALL,2009-05-29,31.41,1.17,2009-06-15,33.52,0.40,2009,1,0.40,,30.0,2009-07-18,2.8,4.0,1,120.00,1,120.00,,0,2019-09-08,
CTXS,PUT,2009-06-18,32.77,1.26,2009-06-23,31.02,0.20,2009,1,0.20,,30.0,2009-07-18,0.75,0.95,6,120.00,1,120.00,,1,2019-09-08,
CTXS,PUT,2009-06-26,31.94,1.04,2009-07-08,30.77,0.06,2009,1,0.06,,30.0,2009-08-22,1.55,1.65,3,30.00,1,30.00,,1,2019-09-08,
CAB.201709,CALL,2015-11-10,44.35,2.15,2015-12-18,45.79,-0.17,2015,0,,-0.17,45.0,2015-12-18,2.54,0.6,1,-194.00,0,,-194.00,0,2019-09-08,
CAB.201709,PUT,2016-01-13,44.27,1.17,2016-01-25,41.38,0.74,2016,1,0.74,,45.0,2016-02-19,3.6,4.5,1,90.00,1,90.00,,0,2019-09-08,
CAB.201709,PUT,2016-01-13,44.27,1.17,2016-02-04,40.98,0.91,2016,1,0.91,,40.0,2016-02-19,1.4,1.65,3,75.00,1,75.00,,1,2019-09-08,
OSK,PUT,2008-08-13,16.45,1.27,2008-08-22,15.66,-0.19,2008,0,,-0.19,17.5,2008-09-20,1.9,2.0,2,20.00,1,20.00,,1,2019-09-08,
BX,PUT,2015-08-31,34.24,1.75,2015-09-30,31.66,0.24,2015,1,0.24,,34.0,2015-10-16,1.89,2.67,2,156.00,1,156.00,,1,2019-09-08,
MGM,PUT,2008-03-07,59.53,2.67,2008-04-14,51.82,0.94,2008,1,0.94,,60.0,2008-04-19,3.9,8.0,1,410.00,1,410.00,,0,2019-09-08,
SGEN,CALL,2013-04-05,34.79,0.99,2013-04-23,38.46,1.35,2013,1,1.35,,35.0,2013-05-18,2.29,3.8,2,302.00,1,302.00,,0,2019-09-08,
