CSOD,CALL,2013-07-29,43.9,1.07,2013-08-16,50.73,2.70,2013,1,2.70,,40.0,2013-08-17,4.9,10.5,1,560.00,1,560.00,,
CSOD,CALL,2013-07-29,43.9,1.07,2013-08-14,52.56,3.56,2013,1,3.56,,50.0,2013-08-17,0.5,2.4,2,380.00,1,380.00,,
CSOD,CALL,2013-07-29,43.9,1.07,2013-08-14,52.56,3.56,2013,1,3.56,,50.0,2013-08-17,0.5,2.4,2,380.00,1,380.00,,
CSOD,CALL,2013-07-29,43.9,1.07,2013-09-20,54.04,4.25,2013,1,4.25,,50.0,2013-09-21,1.05,3.5,1,245.00,1,245.00,,
CSOD,CALL,2013-08-20,50.91,1.55,2013-09-20,54.04,0.51,2013,1,0.51,,55.0,2013-09-21,0.75,0.0,2,-150.00,0,,-150.00,
CSOD,CALL,2013-08-20,50.91,1.55,2013-09-20,54.04,0.51,2013,1,0.51,,50.0,2013-09-21,2.7,3.5,1,80.00,1,80.00,,
CSOD,PUT,2013-10-07,50.24,1.39,2013-10-10,49.57,-0.26,2013,0,,-0.26,45.0,2013-11-16,1.1,1.2,4,40.00,1,40.00,,
CSOD,PUT,2013-10-22,50.64,1.64,2013-11-04,46.16,0.86,2013,1,0.86,,40.0,2013-11-16,0.3,0.4,4,40.00,1,40.00,,
CSOD,CALL,2013-11-05,52.27,2.05,2013-12-20,52.21,-0.51,2013,0,,-0.51,55.0,2013-12-21,1.8,0.0,1,-180.00,0,,-180.00,
CSOD,CALL,2013-12-16,50.07,1.50,2014-01-17,56.22,1.55,2013,1,1.55,,50.0,2014-01-18,2.45,5.5,1,305.00,1,305.00,,
