CLOSE BUY,CL,1988-01-28,43.36,1.45,1988-02-26,43.36,-1.00
CLOSE SELL,CL,1988-03-28,43.36,1.01,1988-04-26,40.32,2.02
CLOSE SELL,CL,1988-07-18,41.92,0.64,1988-08-15,41.92,-1.00
CLOSE SELL,CL,1988-09-14,45.44,0.94,1988-09-23,44.0,0.54
CLOSE BUY,CL,1988-09-29,44.96,0.97,1988-10-21,48.72,2.88
CLOSE SELL,CL,1988-11-04,46.0,1.13,1988-11-17,42.48,2.12
CLOSE BUY,CL,1988-11-18,43.12,0.97,1988-12-14,45.6,1.56
CLOSE SELL,CL,1988-12-21,45.36,0.77,1988-12-23,45.6,-1.31
CLOSE BUY,CL,1989-01-12,45.52,0.85,1989-01-19,46.16,-0.25
CLOSE BUY,CL,1989-01-31,46.72,0.86,1989-02-09,46.64,-1.09
CLOSE SELL,CL,1989-02-09,46.64,0.77,1989-03-02,44.88,1.28
CLOSE BUY,CL,1989-05-24,51.28,0.83,1989-06-07,51.52,-0.71
CLOSE SELL,CL,1989-06-13,50.48,0.95,1989-06-16,49.84,-0.33
CLOSE BUY,CL,1989-07-06,52.0,0.87,1989-08-03,57.76,5.61
CLOSE BUY,CL,1989-08-24,59.12,0.88,1989-09-22,58.0,-2.00
CLOSE BUY,CL,1989-09-28,60.88,0.73,1989-10-19,64.0,3.29
CLOSE BUY,CL,1990-03-07,57.36,1.17,1990-03-20,59.76,1.05
CLOSE BUY,CL,1990-03-28,59.28,1.10,1990-04-27,56.88,-2.00
CLOSE BUY,CL,1990-05-03,57.36,0.80,1990-05-15,61.12,3.72
CLOSE BUY,CL,1990-05-17,61.6,0.81,1990-06-14,66.16,4.64
CLOSE BUY,CL,1990-06-19,66.16,1.05,1990-07-18,73.28,5.77
CLOSE SELL,CL,1990-07-24,70.48,1.30,1990-08-06,64.96,3.23
CLOSE SELL,CL,1990-08-10,66.24,1.73,1990-08-24,62.24,1.31
CLOSE SELL,CL,1990-08-31,65.52,1.94,1990-09-28,59.52,2.09
CLOSE BUY,CL,1990-10-01,62.72,1.41,1990-10-09,61.28,-2.00
CLOSE SELL,CL,1990-10-09,61.28,1.48,1990-10-15,61.84,-1.38
CLOSE BUY,CL,1990-10-18,64.96,1.80,1990-11-14,69.28,1.40
CLOSE SELL,CL,1990-11-14,69.28,1.40,1990-11-19,67.52,0.26
CLOSE BUY,CL,1990-12-03,71.52,1.29,1990-12-27,74.24,1.11
CLOSE SELL,CL,1990-12-31,73.76,1.11,1991-01-14,69.6,2.75
