CLOSE SELL,CL,2000-08-16,53.88,1.79,2000-09-14,47.5,2.57
CLOSE SELL,CL,2000-09-14,47.5,2.08,2000-10-12,48.8,-1.63
CLOSE BUY,CL,2000-10-16,51.65,1.77,2000-11-01,56.9,1.96
CLOSE SELL,CL,2000-12-05,58.08,1.61,2000-12-21,60.83,-2.00
CLOSE BUY,CL,2000-12-21,60.83,2.01,2001-01-02,62.5,-0.17
CLOSE SELL,CL,2001-03-14,55.47,1.59,2001-04-12,53.2,0.43
CLOSE SELL,CL,2001-04-17,52.87,1.89,2001-04-20,53.3,-1.23
CLOSE BUY,CL,2001-04-26,53.8,1.67,2001-05-15,56.7,0.74
CLOSE BUY,CL,2001-06-06,58.45,1.18,2001-07-05,59.63,0.00
CLOSE SELL,CL,2001-07-09,58.43,1.26,2001-08-06,52.88,3.39
CLOSE SELL,CL,2001-08-28,54.71,0.97,2001-09-04,54.7,-0.99
CLOSE BUY,CL,2001-09-05,55.73,1.00,2001-09-19,56.95,0.23
CLOSE SELL,CL,2001-09-19,56.95,1.10,2001-09-24,54.53,1.19
CLOSE BUY,CL,2001-11-01,57.76,1.32,2001-11-08,57.75,-1.01
CLOSE SELL,CL,2001-11-08,57.75,1.22,2001-12-10,56.61,-0.06
CLOSE BUY,CL,2002-01-31,57.15,1.00,2002-03-01,56.85,-1.30
CLOSE BUY,CL,2002-04-04,57.38,0.96,2002-04-29,53.98,-2.00
CLOSE SELL,CL,2002-04-29,53.98,1.14,2002-05-28,52.22,0.54
CLOSE SELL,CL,2002-07-12,49.48,1.60,2002-07-22,45.31,1.60
CLOSE BUY,CL,2002-07-24,49.99,2.03,2002-08-13,53.23,0.59
CLOSE SELL,CL,2002-09-17,54.8,1.34,2002-10-18,56.68,-2.00
CLOSE BUY,CL,2002-10-21,57.91,1.48,2002-10-28,54.77,-2.00
CLOSE SELL,CL,2002-10-28,54.77,1.52,2002-11-14,52.93,0.21
CLOSE SELL,CL,2002-12-12,53.08,1.08,2002-12-23,52.65,-0.60
CLOSE BUY,CL,2003-01-02,53.8,0.89,2003-01-17,53.76,-1.04
CLOSE SELL,CL,2003-01-22,51.98,0.89,2003-01-31,50.91,0.20
CLOSE BUY,CL,2003-03-12,51.1,0.94,2003-04-03,54.54,2.67
CLOSE BUY,CL,2003-04-21,56.32,1.15,2003-05-21,58.45,0.85
CLOSE BUY,CL,2003-05-30,59.62,0.74,2003-07-03,57.86,-2.00
CLOSE BUY,CL,2003-08-11,55.24,0.79,2003-08-13,55.62,-0.52
CLOSE SELL,CL,2003-08-15,54.99,0.81,2003-08-26,53.91,0.33
CLOSE BUY,CL,2003-08-29,55.28,0.78,2003-09-17,55.19,-1.12
CLOSE BUY,CL,2003-09-23,55.43,0.79,2003-10-16,58.03,2.27
CLOSE SELL,CL,2003-10-23,53.19,0.96,2003-10-29,52.22,0.01
CLOSE SELL,CL,2003-11-05,52.37,1.18,2003-11-24,52.45,-1.07
CLOSE SELL,CL,2003-12-18,50.3,0.82,2003-12-29,49.98,-0.61
CLOSE BUY,CL,2004-01-14,50.42,0.82,2004-01-30,51.27,0.04
CLOSE BUY,CL,2004-02-04,53.76,0.84,2004-03-04,56.04,1.70
CLOSE BUY,CL,2004-03-26,54.72,0.80,2004-03-31,55.1,-0.53
CLOSE SELL,CL,2004-04-13,53.56,0.85,2004-04-15,55.5,-2.00
CLOSE BUY,CL,2004-04-15,55.5,0.91,2004-05-07,57.63,1.34
CLOSE BUY,CL,2004-05-21,57.23,0.95,2004-06-22,58.68,0.53
CLOSE SELL,CL,2004-07-09,57.76,0.57,2004-07-26,52.7,7.90
CLOSE SELL,CL,2004-09-20,48.23,0.85,2004-10-18,43.92,4.04
CLOSE BUY,CL,2004-11-04,46.52,0.82,2004-11-18,46.92,-0.51
CLOSE BUY,CL,2004-12-10,50.46,0.91,2005-01-03,50.02,-1.48
CLOSE SELL,CL,2005-01-24,49.26,0.83,2005-02-01,53.21,-2.00
CLOSE BUY,CL,2005-02-01,53.21,1.05,2005-02-09,54.51,0.24
CLOSE SELL,CL,2005-03-03,52.68,0.76,2005-04-01,51.52,0.53
CLOSE SELL,CL,2005-04-22,51.38,0.85,2005-05-11,49.29,1.46
CLOSE BUY,CL,2005-05-16,49.18,0.86,2005-06-14,49.65,-0.45
CLOSE SELL,CL,2005-05-23,50.72,0.78,2005-06-17,49.33,0.79
CLOSE BUY,CL,2005-06-17,49.33,0.57,2005-07-11,50.42,0.92
CLOSE BUY,CL,2005-07-15,51.55,0.77,2005-08-12,52.8,0.63
