CYH,PUT,2005-10-05,37.84,0.80,2005-10-27,36.62,0.26,2005,1,0.26,,40.0,2005-11-19,2.75,3.2,1,45.00,1,45.00,,
CYH,CALL,2005-11-10,37.08,0.71,2005-12-05,39.86,1.46,2005,1,1.46,,35.0,2005-12-17,2.9,4.6,3,510.00,1,510.00,,
CYH,PUT,2006-01-19,37.88,0.83,2006-02-06,36.43,0.38,2006,1,0.38,,40.0,2006-02-18,2.55,3.5,3,285.00,1,285.00,,
CYH,CALL,2006-02-15,37.1,0.74,2006-03-17,37.48,-0.24,2006,0,,-0.24,35.0,2006-03-18,2.7,2.35,3,-105.00,0,,-105.00,
CYH,CALL,2006-04-12,36.46,0.62,2006-05-19,36.69,-0.32,2006,0,,-0.32,35.0,2006-05-20,2.15,1.55,2,-120.00,0,,-120.00,
CYH,CALL,2006-05-30,37.42,0.54,2006-06-12,37.16,-0.74,2006,0,,-0.74,35.0,2006-07-22,3.2,2.6,3,-180.00,0,,-180.00,
CYH,CALL,2006-08-28,38.01,0.55,2006-09-05,38.51,-0.04,2006,0,,-0.04,35.0,2006-10-21,3.6,3.7,2,20.00,1,20.00,,
CYH,PUT,2006-10-09,36.08,0.66,2006-10-26,32.36,2.30,2006,1,2.30,,35.0,2006-11-18,1.2,2.55,8,1080.00,1,1080.00,,
CYH,CALL,2006-11-29,34.01,0.53,2007-01-03,36.37,1.74,2006,1,1.74,,35.0,2007-01-20,1.0,1.5,10,500.00,1,500.00,,
CYH,CALL,2007-02-05,37.15,0.56,2007-02-26,38.18,0.41,2007,1,0.41,,35.0,2007-03-17,2.8,3.2,3,120.00,1,120.00,,
CYH,CALL,2007-03-07,36.74,0.57,2007-03-19,34.78,-1.00,2007,0,,-1.00,35.0,2007-04-21,2.4,0.75,4,-660.00,0,,-660.00,
CYH,PUT,2007-03-19,34.78,0.72,2007-03-26,35.32,-0.88,2007,0,,-0.88,35.0,2007-05-19,1.2,0.75,8,-360.00,0,,-360.00,
CYH,PUT,2007-04-18,35.48,0.52,2007-04-26,36.45,-1.00,2007,0,,-1.00,35.0,2007-05-19,0.75,0.1,13,-845.00,0,,-845.00,
CYH,CALL,2007-04-26,36.45,0.51,2007-06-15,39.69,2.70,2007,1,2.70,,35.0,2007-06-16,2.25,4.5,4,900.00,1,900.00,,
CYH,CALL,2007-07-11,40.83,0.74,2007-07-20,42.81,0.85,2007,1,0.85,,40.0,2007-08-18,1.8,2.95,5,575.00,1,575.00,,
CYH,PUT,2007-07-25,40.41,0.81,2007-08-08,34.86,2.93,2007,1,2.93,,40.0,2007-09-22,1.35,5.1,7,2625.00,1,2625.00,,
CYH,CALL,2007-08-29,34.11,1.10,2007-09-10,33.2,-0.91,2007,0,,-0.91,35.0,2007-09-22,0.75,0.15,3,-180.00,0,,-180.00,
CYH,PUT,2007-09-10,33.2,0.78,2007-10-17,28.79,2.32,2007,1,2.32,,35.0,2007-10-20,2.4,6.1,2,740.00,1,740.00,,
CYH,CALL,2007-10-22,29.92,0.88,2007-11-01,31.93,0.64,2007,1,0.64,,30.0,2007-11-17,1.65,2.3,3,195.00,1,195.00,,
CYH,CALL,2007-11-27,30.77,1.14,2008-01-02,36.25,1.89,2007,1,1.89,,30.0,2008-01-19,2.3,6.1,2,760.00,1,760.00,,
CYH,PUT,2008-01-03,35.32,1.11,2008-01-23,32.67,0.70,2008,1,0.70,,35.0,2008-02-16,1.55,2.65,3,330.00,1,330.00,,
CYH,CALL,2008-02-22,32.6,1.03,2008-04-18,36.46,1.37,2008,1,1.37,,35.0,2008-04-19,1.0,1.25,5,125.00,1,125.00,,
CYH,CALL,2008-03-25,31.73,0.96,2008-04-30,37.53,2.52,2008,1,2.52,,35.0,2008-05-17,0.7,2.35,7,1155.00,1,1155.00,,
CYH,PUT,2008-05-02,36.13,1.19,2008-06-17,33.68,0.53,2008,1,0.53,,35.0,2008-06-21,1.5,1.2,3,-90.00,0,,-90.00,
CYH,CALL,2008-07-09,34.98,1.15,2008-07-23,34.65,-0.64,2008,0,,-0.64,35.0,2008-08-16,1.95,1.2,2,-150.00,0,,-150.00,
CYH,PUT,2008-07-23,34.65,1.22,2008-08-05,33.15,0.12,2008,1,0.12,,35.0,2008-09-20,2.3,2.65,2,70.00,1,70.00,,
CYH,PUT,2008-09-15,32.97,0.91,2008-10-08,22.0,5.53,2008,1,5.53,,30.0,2008-10-18,0.6,7.5,4,2760.00,1,2760.00,,
CYH,PUT,2008-10-22,16.85,1.98,2008-11-24,12.23,0.67,2008,1,0.67,,15.0,2008-12-20,1.6,3.2,3,480.00,1,480.00,,
CYH,CALL,2008-12-08,14.52,1.46,2008-12-15,13.34,-0.90,2008,0,,-0.90,15.0,2009-01-17,1.7,0.85,2,-170.00,0,,-170.00,
CYH,CALL,2009-01-26,18.41,1.20,2009-02-10,19.84,0.10,2009,1,0.10,,20.0,2009-02-21,1.1,0.8,4,-120.00,0,,-120.00,
CYH,PUT,2009-02-17,18.89,1.15,2009-03-18,14.01,1.62,2009,1,1.62,,17.5,2009-03-21,1.15,3.3,4,860.00,1,860.00,,
CYH,CALL,2009-04-02,16.26,1.02,2009-05-13,23.59,3.10,2009,1,3.10,,17.5,2009-05-16,1.25,5.8,4,1820.00,1,1820.00,,
CYH,CALL,2009-05-18,24.27,1.56,2009-06-12,25.79,-0.01,2009,0,,-0.01,25.0,2009-07-18,2.1,2.15,2,10.00,1,10.00,,
