FIVE,CALL,2017-06-12,50.94,1.45,2017-06-14,48.65,-1.00,2017,0,,-1.00,50.0,2017-07-21,2.7,1.25,1,-145.00,0,,-145.00,1,2019-08-30,
NXY.201302,CALL,2007-10-05,31.15,0.93,2007-10-19,31.94,-0.08,2007,0,,-0.08,30.0,2007-11-17,2.29,2.6,2,62.00,1,62.00,,0,2019-08-31,
OVTI.201601,CALL,2005-05-27,15.89,0.43,2005-06-07,15.91,-0.48,2005,0,,-0.48,15.0,2005-07-16,1.75,1.7,2,-10.00,0,,-10.00,1,2019-08-31,
ANN.201508,CALL,2007-02-13,35.39,0.79,2007-02-27,34.36,-1.00,2007,0,,-1.00,35.0,2007-03-17,1.8,0.75,2,-210.00,0,,-210.00,1,2019-08-31,
DXD,CALL,2011-03-07,18.71,0.37,2011-03-17,19.61,0.72,2011,1,0.72,,19.0,2011-04-16,0.75,1.1,6,210.00,1,210.00,,0,2019-08-31,
ROC.201501,CALL,2012-02-16,54.74,1.53,2012-02-21,55.3,-0.32,2012,0,,-0.32,55.0,2012-03-17,2.54,1.85,1,-69.00,0,,-69.00,0,2019-08-31,
DSW,PUT,2007-09-19,29.1,1.31,2007-10-19,23.06,1.80,2007,1,1.80,,30.0,2007-10-20,2.04,6.8,2,952.00,1,952.00,,0,2019-09-02,
FOSL,PUT,2015-09-01,59.69,2.11,2015-09-16,60.2,-0.62,2015,0,,-0.62,60.0,2015-10-16,3.1,1.75,1,-135.00,0,,-135.00,0,2019-09-02,
TOL,PUT,2018-08-09,36.28,0.81,2018-08-14,34.22,0.77,2018,1,0.77,,36.0,2018-09-21,1.45,2.45,3,300.00,1,300.00,,0,2019-09-02,
KMX,PUT,2004-05-19,22.48,1.15,2004-06-18,21.42,-0.04,2004,0,,-0.04,22.5,2004-06-19,1.3,1.05,3,-75.00,0,,-75.00,0,2019-09-02,
TSL.201703,CALL,2014-12-17,8.34,0.59,2014-12-18,7.74,-1.00,2014,0,,-1.00,8.0,2015-01-17,0.88,0.5,5,-190.00,0,,-190.00,0,2019-09-02,
BECN,CALL,2007-04-16,17.07,0.42,2007-04-24,18.12,0.76,2007,1,0.76,,17.5,2007-05-19,0.85,1.25,5,200.00,1,200.00,,0,2019-09-02,
MHK,CALL,2007-10-18,80.2,1.81,2007-10-24,84.42,0.67,2007,1,0.67,,80.0,2007-11-17,3.9,5.2,1,130.00,1,130.00,,0,2019-09-02,
MHK,PUT,2007-11-01,84.02,2.17,2007-11-08,78.84,0.69,2007,1,0.69,,85.0,2007-12-22,4.3,7.2,1,290.00,1,290.00,,0,2019-09-02,
MHK,PUT,2007-11-15,79.34,2.68,2007-11-20,79.25,-0.48,2007,0,,-0.48,80.0,2007-12-22,3.8,2.9,1,-90.00,0,,-90.00,0,2019-09-02,
