CLOSE SELL,SNDK.201605,2016-01-22,67.42,2.75
BUY,SNDK.201605,2016-02-24,69.9,2.1340008
CLOSE BUY,SNDK.201605,2016-05-04,74.97,1.38
BUY,XOM,1985-05-17,52.12,0.926
CLOSE BUY,XOM,1985-06-21,53.0,-0.05
SELL,XOM,1985-09-24,49.72,0.642
CLOSE SELL,XOM,1985-09-26,50.0,-1.44
BUY,XOM,1985-10-07,52.0,0.8779999
CLOSE BUY,XOM,1985-11-22,52.88,0.00
SELL,XOM,1985-12-23,53.36,1.1899993
CLOSE SELL,XOM,1986-01-23,50.24,1.62
BUY,XOM,1986-03-26,56.36,1.1939999
CLOSE BUY,XOM,1986-05-23,58.6,0.88
BUY,XOM,1986-08-04,61.72,0.98000014
CLOSE BUY,XOM,1986-09-02,67.84,5.24
BUY,XOM,1986-09-15,67.72,1.4919994
CLOSE BUY,XOM,1986-10-17,68.12,-0.73
BUY,XOM,1986-11-03,69.36,1.0839996
CLOSE BUY,XOM,1986-12-26,73.48,2.80
BUY,XOM,1987-01-02,72.0,1.22
CLOSE BUY,XOM,1987-01-21,78.36,4.21
BUY,XOM,1987-02-17,82.48,1.719999
CLOSE BUY,XOM,1987-03-09,81.0,-1.86
SELL,XOM,1987-03-09,81.0,1.4219986
CLOSE SELL,XOM,1987-04-03,89.84,-2.00
BUY,XOM,1987-03-31,85.72,1.4819996
CLOSE BUY,XOM,1987-05-11,88.48,0.86
BUY,XOM,1987-07-06,93.36,1.1339982
CLOSE BUY,XOM,1987-07-22,92.36,-1.88
SELL,XOM,1987-07-27,91.96,1.2240006
CLOSE SELL,XOM,1987-08-03,97.48,-2.00
BUY,XOM,1987-08-19,97.96,1.5139999
CLOSE BUY,XOM,1987-09-14,93.96,-2.00
SELL,XOM,1987-09-15,46.74,0.7770006
CLOSE SELL,XOM,1987-10-19,33.5,16.04
BUY,XOM,1988-06-17,46.86,0.8969997
BUY,XOM,1988-06-17,46.86,0.8969997
CLOSE BUY,XOM,1988-06-23,46.62,-1.27
BUY,XOM,1988-06-28,46.24,0.9539997
CLOSE BUY,XOM,1988-08-04,47.12,-0.08
SELL,XOM,1988-11-15,42.86,0.8329992
CLOSE SELL,XOM,1988-11-16,41.0,1.23
BUY,XOM,1988-12-06,44.36,0.9479998
CLOSE BUY,XOM,1988-12-21,45.36,0.05
SELL,XOM,1989-04-25,43.86,0.7360004
CLOSE SELL,XOM,1989-05-10,42.12,1.36
BUY,XOM,1989-07-12,44.98,0.6229998
CLOSE BUY,XOM,1989-07-21,46.74,1.83
BUY,XOM,1989-12-07,48.62,0.79699993
CLOSE BUY,XOM,1989-12-13,50.74,1.66
BUY,XOM,1989-12-18,50.24,0.9909998
CLOSE BUY,XOM,1989-12-26,50.12,-1.12
BUY,ABC,1996-11-27,39.36,0.6899994
CLOSE BUY,ABC,1996-12-11,43.0,4.28
BUY,ABC,1996-12-18,43.24,1.0359993
CLOSE BUY,ABC,1997-01-02,45.52,1.20
BUY,ABC,1997-01-10,46.26,1.1140006
CLOSE BUY,ABC,1997-02-05,50.74,3.02
BUY,ABC,1997-02-18,48.1,1.159
CLOSE BUY,ABC,1997-03-10,52.28,2.61
BUY,ABC,1997-03-18,52.4,0.9820002
CLOSE BUY,ABC,1997-03-24,47.74,-2.00
SELL,ABC,1997-03-24,47.74,0.97300017
CLOSE SELL,ABC,1997-04-14,44.64,2.19
SELL,ABC,1997-04-30,44.64,0.8289995
CLOSE SELL,ABC,1997-05-20,43.12,0.83
BUY,ABC,1997-06-09,45.02,1.037001
CLOSE BUY,ABC,1997-06-20,49.76,3.57
BUY,ABC,1997-06-24,49.64,1.1750004
CLOSE BUY,ABC,1997-07-25,46.96,-2.00
BUY,ABC,1997-08-28,49.26,1.2559993
CLOSE BUY,ABC,1997-09-19,53.88,2.68
BUY,ABC,1997-10-08,60.52,1.7039999
CLOSE BUY,ABC,1997-12-05,63.82,0.94
SELL,ABC,1998-01-09,55.36,1.408
CLOSE SELL,ABC,1998-02-05,58.74,-2.00
BUY,ABC,1998-02-06,60.26,1.591
CLOSE BUY,ABC,1998-03-24,59.0,-1.79
SELL,ABC,1998-04-20,60.4,0.9120005
CLOSE SELL,ABC,1998-05-01,55.32,4.57
SELL,ABC,1998-05-05,55.48,1.0440004
CLOSE SELL,ABC,1998-05-22,51.36,2.95
BUY,ABC,1998-06-09,53.68,1.0950003
CLOSE BUY,ABC,1998-06-19,61.02,5.70
BUY,ABC,1998-06-25,61.54,1.5980003
CLOSE BUY,ABC,1998-07-13,69.3,3.86
BUY,ABC,1998-07-31,76.14,4.759001
CLOSE BUY,ABC,1998-08-04,50.88,-2.00
SELL,ABC,1998-08-04,50.88,5.6320004
CLOSE SELL,ABC,1998-08-17,51.7,-1.15
SELL,ABC,1998-08-27,51.24,3.149
CLOSE SELL,ABC,1998-09-04,48.24,-0.05
BUY,ABC,1998-09-21,58.24,1.8269997
CLOSE BUY,ABC,1998-09-25,59.48,-0.32
BUY,ABC,1998-10-12,54.46,2.3340006
CLOSE BUY,ABC,1998-10-29,53.88,-1.25
BUY,ABC,1998-11-06,62.12,2.013
CLOSE BUY,ABC,1998-11-13,62.24,-0.94
BUY,ABC,1998-11-24,64.02,1.7710001
CLOSE BUY,ABC,1999-01-05,70.58,2.70
BUY,ABC,1999-01-07,74.0,1.4650002
CLOSE BUY,ABC,1999-01-26,77.62,1.47
BUY,ABC,1999-01-29,77.5,3.189
CLOSE BUY,ABC,1999-03-05,76.3,-1.38
SELL,ABC,1999-03-22,71.12,1.4749997
CLOSE SELL,ABC,1999-03-24,68.64,0.68
SELL,ABC,1999-03-31,34.2,0.7974995
CLOSE SELL,ABC,1999-04-07,28.94,5.60
SELL,ABC,1999-04-29,28.7,1.7810001
CLOSE SELL,ABC,1999-05-21,30.44,-1.98
SELL,ABC,1999-06-01,29.18,0.92399967
CLOSE SELL,ABC,1999-06-28,26.0,2.44
BUY,ABC,1999-07-09,26.7,0.78499997
CLOSE BUY,ABC,1999-07-23,27.62,0.17
SELL,ABC,1999-07-27,25.12,0.75899994
CLOSE SELL,ABC,1999-08-09,25.5,-1.50
SELL,ABC,1999-09-30,23.68,0.74700004
CLOSE SELL,ABC,1999-10-22,12.18,14.39
SELL,ABC,1999-11-01,13.68,1.542
CLOSE SELL,ABC,1999-11-18,13.82,-1.09
BUY,ABC,1999-12-28,15.12,0.5649999
CLOSE BUY,ABC,2000-01-14,22.18,11.50
BUY,ABC,2000-03-16,16.3,0.834
CLOSE BUY,ABC,2000-04-07,16.76,-0.45
BUY,ABC,2000-04-11,17.06,1.148
CLOSE BUY,ABC,2000-05-05,19.0,0.69
BUY,ABC,2000-05-16,20.0,0.80499995
CLOSE BUY,ABC,2000-05-31,24.26,4.29
BUY,ABC,2000-06-01,25.38,1.0409998
CLOSE BUY,ABC,2000-07-10,34.76,8.01
BUY,ABC,2000-07-27,33.0,1.8139998
CLOSE BUY,ABC,2000-08-16,35.44,0.35
BUY,ABC,2000-09-08,34.2,1.4739995
CLOSE BUY,ABC,2000-09-27,44.2,5.78
SELL,ABC,2000-10-19,44.26,2.1849995
CLOSE SELL,ABC,2000-11-17,47.94,-2.00
BUY,ABC,2000-11-08,44.5,2.4829993
CLOSE BUY,ABC,2000-11-29,49.64,1.07
SELL,ABC,2000-12-12,41.06,1.9919999
CLOSE SELL,ABC,2000-12-15,46.0,-2.00
BUY,ABC,2000-12-15,46.0,2.2010002
CLOSE BUY,ABC,2000-12-29,50.5,1.04
SELL,ABC,2001-01-04,46.74,2.5590003
CLOSE SELL,ABC,2001-01-22,44.14,0.02
BUY,ABC,2001-02-02,49.1,2.3720002
CLOSE BUY,ABC,2001-02-15,53.3,0.77
SELL,ABC,2001-03-12,51.4,2.039
CLOSE SELL,ABC,2001-03-23,44.4,2.43
BUY,ABC,2001-04-05,51.5,2.0559995
CLOSE BUY,ABC,2001-04-24,51.72,-0.89
BUY,ABC,2001-05-17,55.1,1.6200002
CLOSE BUY,ABC,2001-06-05,59.0,1.41
BUY,ABC,2001-06-08,58.84,1.95
CLOSE BUY,ABC,2001-06-22,59.04,-0.90
SELL,ABC,2001-06-25,57.0,2.0620003
CLOSE SELL,ABC,2001-07-25,55.32,-0.19
BUY,ABC,2001-07-25,55.32,1.5130002
CLOSE BUY,ABC,2001-07-31,58.14,0.86
BUY,ABC,2001-08-09,56.04,1.7740008
CLOSE BUY,ABC,2001-08-23,61.02,1.81
BUY,ABC,2001-08-31,64.44,1.5820005
CLOSE BUY,ABC,2001-09-07,64.9,-0.71
BUY,ABC,2001-09-18,65.02,1.8680006
CLOSE BUY,ABC,2001-10-02,70.0,1.67
BUY,ABC,2001-10-19,70.8,1.6520008
CLOSE BUY,ABC,2001-10-23,69.54,-1.76
CLOSE BUY,ABC,2001-10-23,69.54,-1.00
SELL,ABC,2001-10-26,66.66,1.7700005
CLOSE SELL,ABC,2001-11-06,63.9,0.56
SELL,ABC,2001-11-14,55.1,2.3160002
CLOSE SELL,ABC,2001-11-29,58.14,-2.00
BUY,ABC,2002-01-31,64.74,1.9130007
CLOSE BUY,ABC,2002-03-04,66.88,0.12
BUY,ABC,2002-03-06,66.26,1.5419996
CLOSE BUY,ABC,2002-03-18,69.54,1.13
BUY,ABC,2002-03-21,69.88,1.6669996
CLOSE BUY,ABC,2002-04-29,76.5,2.97
BUY,ABC,2002-05-06,77.24,2.0789993
CLOSE BUY,ABC,2002-06-12,78.6,-0.35
SELL,ABC,2002-07-08,70.8,2.4770007
CLOSE SELL,ABC,2002-07-24,62.14,2.50
BUY,ABC,2002-08-07,65.1,3.478
CLOSE BUY,ABC,2002-09-10,71.28,0.78
SELL,ABC,2002-09-17,69.64,1.9009998
CLOSE SELL,ABC,2002-09-24,70.06,-1.22
BUY,ABC,2002-10-21,73.4,2.6749997
CLOSE BUY,ABC,2002-11-08,67.0,-2.00
SELL,ABC,2002-11-08,67.0,2.6599994
CLOSE SELL,ABC,2002-11-19,59.02,2.00
SELL,ABC,2002-11-25,56.84,2.948
CLOSE SELL,ABC,2002-12-23,54.0,-0.04
SELL,ABC,2003-01-07,57.68,1.9620005
CLOSE SELL,ABC,2003-01-28,56.94,-0.62
SELL,ABC,2003-03-12,48.7,1.5630001
CLOSE SELL,ABC,2003-04-24,53.14,-2.00
BUY,ABC,2003-04-28,55.3,1.5439999
CLOSE BUY,ABC,2003-05-19,59.08,1.45
BUY,ABC,2003-05-22,59.26,1.4560003
CLOSE BUY,ABC,2003-06-09,66.54,4.00
BUY,ABC,2003-06-11,67.54,1.6409998
CLOSE BUY,ABC,2003-07-09,71.08,1.16
SELL,ABC,2003-07-21,67.54,1.427
CLOSE SELL,ABC,2003-08-07,60.92,3.64
SELL,ABC,2003-08-19,60.9,1.5669994
CLOSE SELL,ABC,2003-08-28,58.02,0.84
SELL,ABC,2003-09-03,56.82,1.3070002
CLOSE SELL,ABC,2003-09-22,53.96,1.19
SELL,ABC,2003-09-24,53.98,1.484
CLOSE SELL,ABC,2003-10-08,56.06,-2.00
BUY,ABC,2003-10-09,56.9,1.327
CLOSE BUY,ABC,2003-11-18,63.82,4.21
BUY,ABC,2003-12-01,64.94,1.4799993
CLOSE BUY,ABC,2003-12-19,63.52,-1.96
SELL,ABC,2004-01-09,55.64,1.4809996
CLOSE SELL,ABC,2004-01-16,55.44,-0.86
SELL,ABC,2004-01-28,55.82,1.5749996
CLOSE SELL,ABC,2004-02-03,55.62,-0.87
BUY,ABC,2004-04-30,57.9,1.0209996
CLOSE BUY,ABC,2004-05-07,60.88,1.92
BUY,ABC,2004-06-01,61.1,1.1199999
CLOSE BUY,ABC,2004-06-09,60.76,-1.30
SELL,ABC,2004-07-01,55.74,0.991
CLOSE SELL,ABC,2004-07-13,53.4,1.36
BUY,ABC,2004-11-02,56.18,1.2000004
CLOSE BUY,ABC,2004-11-16,58.36,0.82
BUY,ABC,2004-11-23,58.14,1.067
CLOSE BUY,ABC,2004-12-17,61.68,2.32
SELL,ABC,2004-12-22,57.1,1.2859999
CLOSE SELL,ABC,2004-12-29,58.0,-1.70
SELL,ABC,2005-01-03,58.14,1.2799997
CLOSE SELL,ABC,2005-01-18,57.96,-0.86
SELL,ABC,2005-04-08,57.84,1.6290003
CLOSE SELL,ABC,2005-04-12,59.02,-1.72
BUY,ABC,2005-05-12,63.82,1.1640003
CLOSE BUY,ABC,2005-05-26,65.48,0.43
BUY,ABC,2005-06-13,65.56,0.79600066
CLOSE BUY,ABC,2005-06-22,67.36,1.26
BUY,ABC,2005-06-28,68.02,0.8649994
CLOSE BUY,ABC,2005-07-13,70.0,1.29
BUY,ABC,2005-07-26,70.22,1.1080005
CLOSE BUY,ABC,2005-08-10,72.34,0.91
BUY,ABC,2005-08-25,72.74,1.0070007
CLOSE BUY,ABC,2005-09-02,73.84,0.09
BUY,ABC,2005-09-07,75.0,1.1970001
CLOSE BUY,ABC,2005-09-28,77.6,1.17
SELL,ABC,2005-10-05,75.9,1.2550004
CLOSE SELL,ABC,2005-10-17,75.52,-0.70
SELL,ABC,2005-10-21,75.06,1.1699985
BUY,ABC,2005-11-16,77.3,1.2919991
CLOSE BUY,ABC,2005-12-07,80.4,1.40
BUY,ABC,2005-12-13,81.5,0.9239998
CLOSE BUY,ABC,2005-12-28,83.76,1.45
BUY,ABC,2006-01-12,41.32,0.6195005
CLOSE BUY,ABC,2006-01-31,43.64,2.74
BUY,ABC,2006-02-10,43.66,0.7039997
CLOSE BUY,ABC,2006-03-01,46.0,2.32
BUY,ABC,2006-03-07,45.58,0.67499906
CLOSE BUY,ABC,2006-03-20,47.34,1.61
BUY,ABC,2006-03-28,47.74,0.6919996
CLOSE BUY,ABC,2006-04-06,47.32,-1.61
SELL,ABC,2006-04-25,46.5,0.9889997
CLOSE SELL,ABC,2006-05-02,43.78,1.75
SELL,ABC,2006-06-02,43.74,0.65599936
CLOSE SELL,ABC,2006-06-15,41.64,2.20
BUY,ABC,2006-07-19,42.62,0.6909998
CLOSE BUY,ABC,2006-08-07,43.18,-0.19
BUY,ABC,2006-08-22,44.36,0.59799993
CLOSE BUY,ABC,2006-09-19,46.2,2.08
BUY,ABC,2006-09-28,45.0,0.80899966
CLOSE BUY,ABC,2006-11-01,47.14,1.65
BUY,ABC,2007-01-03,46.12,0.7619999
CLOSE BUY,ABC,2007-01-29,51.82,6.48
BUY,ABC,2007-02-09,53.52,0.9710001
CLOSE BUY,ABC,2007-02-26,54.02,-0.49
BUY,ABC,2007-03-06,52.46,0.9010004
CLOSE BUY,ABC,2007-03-20,52.82,-0.60
BUY,ABC,2007-04-03,53.98,1.108
CLOSE BUY,ABC,2007-04-25,52.32,-2.00
BUY,ABC,2007-08-23,48.48,1.6821508
CLOSE BUY,ABC,2007-09-24,44.61,-2.00
SELL,ABC,2008-02-29,41.72,0.85250074
CLOSE SELL,ABC,2008-03-17,39.09,2.09
SELL,ABC,2008-07-10,38.72,0.9060003
CLOSE SELL,ABC,2008-07-15,37.76,0.06
SELL,ABC,2008-09-19,39.43,1.1075003
CLOSE SELL,ABC,2008-10-13,32.46,5.29
SELL,ABC,2008-11-19,29.61,1.7030003
CLOSE SELL,ABC,2008-12-26,34.41,-2.00
SELL,ABC,2009-02-23,34.61,1.1324997
CLOSE SELL,ABC,2009-03-04,31.04,2.15
BUY,ABC,2009-05-20,36.95,1.0650002
CLOSE BUY,ABC,2009-06-15,35.82,-2.00
BUY,ABC,2009-07-21,19.11,0.5140003
CLOSE BUY,ABC,2009-08-07,20.34,1.39
BUY,ABC,2009-08-12,20.44,0.5525001
CLOSE BUY,ABC,2009-09-23,21.68,1.24
BUY,ABC,2009-09-28,21.77,0.36999997
CLOSE BUY,ABC,2009-10-23,23.19,2.84
BUY,ABC,2009-11-06,23.62,0.517
CLOSE BUY,ABC,2009-12-03,24.58,0.86
BUY,ABC,2009-12-10,25.05,0.4335003
CLOSE BUY,ABC,2009-12-31,26.07,1.35
BUY,ABC,2010-01-11,26.34,0.41449976
CLOSE BUY,ABC,2010-01-21,26.58,-0.42
BUY,ABC,2010-04-16,29.88,0.49349976
CLOSE BUY,ABC,2010-04-23,31.13,1.53
BUY,ABC,2010-04-29,31.36,0.56849957
CLOSE BUY,ABC,2010-05-14,31.31,-1.09
BUY,ABC,2010-12-29,34.64,0.5645005
CLOSE BUY,ABC,2011-01-28,36.0,1.41
BUY,ABC,2011-02-10,36.71,0.8004999
CLOSE BUY,ABC,2011-03-08,37.55,0.05
BUY,ABC,2011-03-16,36.6,0.8095001
CLOSE BUY,ABC,2011-04-11,40.14,3.37
BUY,ABC,2011-04-19,39.77,0.6239996
CLOSE BUY,ABC,2011-04-28,41.0,0.97
BUY,ABC,2011-05-05,41.03,0.7974995
CLOSE BUY,ABC,2011-05-18,41.84,0.02
BUY,ABC,2011-05-25,41.52,0.7845003
CLOSE BUY,ABC,2011-05-27,41.06,-1.59
BUY,ABC,2011-06-28,41.4,0.66200006
CLOSE BUY,ABC,2011-07-11,42.31,0.37
BUY,ABC,2011-07-19,41.85,0.75300044
CLOSE BUY,ABC,2011-09-22,38.0,-2.00
BUY,ABC,2012-12-11,43.12,0.5699999
CLOSE BUY,ABC,2012-12-24,43.46,-0.40
BUY,ABC,2013-01-02,43.49,0.58600044
CLOSE BUY,ABC,2013-01-24,45.72,2.81
BUY,ABC,2013-01-29,45.54,0.6235002
CLOSE BUY,ABC,2013-02-25,46.18,0.03
BUY,ABC,2013-02-27,47.03,0.5925003
CLOSE BUY,ABC,2013-04-24,55.82,13.84
BUY,ABC,2013-04-29,54.06,1.043
CLOSE BUY,ABC,2013-05-13,54.48,-0.60
SELL,ABC,2013-06-03,52.68,0.7659996
CLOSE SELL,ABC,2013-07-10,56.55,-2.00
BUY,ABC,2013-07-10,56.55,0.9209995
CLOSE BUY,ABC,2013-07-23,57.63,0.17
BUY,ABC,2013-08-20,57.45,0.9784996
CLOSE BUY,ABC,2013-09-23,61.57,3.21
BUY,ABC,2013-09-26,61.16,0.80000037
CLOSE BUY,ABC,2013-10-08,61.19,-0.96
BUY,ABC,2013-10-10,62.43,0.87600005
CLOSE BUY,ABC,2013-10-22,63.76,0.52
BUY,ABC,2013-10-24,64.64,0.92649955
CLOSE BUY,ABC,2013-12-04,69.46,4.20
BUY,ABC,2013-12-06,70.29,0.8899994
CLOSE BUY,ABC,2013-12-10,69.77,-1.58
SELL,ABC,2013-12-10,69.77,0.9329998
CLOSE SELL,ABC,2013-12-18,69.61,-0.83
SELL,ABC,2014-01-22,70.28,0.7914993
CLOSE SELL,ABC,2014-01-28,67.72,2.23
SELL,ABC,2014-01-31,67.22,1.0905002
CLOSE SELL,ABC,2014-02-06,65.51,0.57
SELL,ABC,2014-03-03,67.5,1.0654995
CLOSE SELL,ABC,2014-03-28,64.82,1.52
SELL,ABC,2014-04-03,65.8,1.0054995
CLOSE SELL,ABC,2014-04-09,65.64,-0.84
SELL,ABC,2014-04-11,64.17,1.1515001
CLOSE SELL,ABC,2014-05-09,65.58,-2.00
BUY,ABC,2014-05-09,65.58,1.2165003
CLOSE BUY,ABC,2014-06-05,72.79,4.93
BUY,ABC,2014-06-16,71.52,0.86199915
CLOSE BUY,ABC,2014-07-16,72.97,0.68
BUY,ABC,2014-07-22,73.72,0.69249994
CLOSE BUY,ABC,2014-07-31,76.91,3.61
BUY,ABC,2014-08-04,77.79,1.0739998
CLOSE BUY,ABC,2014-08-06,76.03,-2.00
SELL,ABC,2014-08-06,76.03,1.1465
CLOSE SELL,ABC,2014-08-13,76.14,-1.10
SELL,ABC,2014-08-22,76.6,0.90849954
CLOSE SELL,ABC,2014-09-05,78.14,-2.00
SELL,ABC,2014-10-15,76.02,1.2109993
CLOSE SELL,ABC,2014-10-21,76.62,-1.50
BUY,ABC,2014-10-27,79.45,1.3254989
CLOSE BUY,ABC,2014-11-07,86.73,4.49
BUY,ABC,2014-11-11,87.93,1.4980007
CLOSE BUY,ABC,2014-12-10,90.92,1.00
BUY,ABC,2014-12-18,91.28,1.3
CLOSE BUY,ABC,2015-01-12,90.93,-1.27
BUY,ABC,2015-01-16,92.42,1.5859989
CLOSE BUY,ABC,2015-01-30,95.05,0.66
BUY,ABC,2015-02-03,95.64,2.0494995
CLOSE BUY,ABC,2015-03-06,102.26,2.23
BUY,ABC,2015-03-11,103.84,1.2679989
CLOSE BUY,ABC,2015-03-25,112.14,5.55
BUY,ABC,2015-03-27,113.19,1.7124996
CLOSE BUY,ABC,2015-04-27,114.11,-0.46
BUY,ABC,2015-05-19,115.11,1.9499992
CLOSE BUY,ABC,2015-06-05,111.5,-2.00
SELL,ABC,2015-06-05,111.5,1.3625
CLOSE SELL,ABC,2015-06-11,110.41,-0.20
SELL,ABC,2015-06-24,109.6,1.6279995
CLOSE SELL,ABC,2015-07-01,107.71,0.16
BUY,ABC,2015-07-22,114.95,1.6865002
CLOSE BUY,ABC,2015-07-23,110.12,-2.00
SELL,ABC,2015-07-23,110.12,1.8460003
CLOSE SELL,ABC,2015-08-04,106.21,1.12
SELL,ABC,2015-08-06,104.75,2.0020015
CLOSE SELL,ABC,2015-08-26,100.61,1.07
BUY,ABC,2015-11-10,98.87,2.2760017
CLOSE BUY,ABC,2015-11-20,99.1,-0.90
BUY,ABC,2016-01-05,103.36,1.464
CLOSE BUY,ABC,2016-01-08,97.96,-2.00
SELL,ABC,2016-01-08,97.96,1.6189998
CLOSE SELL,ABC,2016-01-29,89.56,4.19
SELL,ABC,2016-02-29,86.62,1.8709991
CLOSE SELL,ABC,2016-03-23,87.27,-1.35
SELL,ABC,2016-05-02,85.23,1.6009995
CLOSE SELL,ABC,2016-05-18,75.15,5.30
BUY,ABC,2016-07-01,80.16,1.305
CLOSE BUY,ABC,2016-07-25,85.41,3.02
BUY,ABC,2016-07-29,85.19,1.2330005
CLOSE BUY,ABC,2016-08-09,88.62,1.78
BUY,ABC,2016-08-11,88.95,1.4159992
CLOSE BUY,ABC,2016-08-24,88.39,-1.40
BUY,ABC,2016-08-31,86.97,1.1749996
CLOSE BUY,ABC,2016-09-13,85.25,-2.00
SELL,ABC,2016-09-13,85.25,1.2204998
CLOSE SELL,ABC,2016-09-22,83.59,0.36
SELL,ABC,2016-09-26,82.72,1.3280003
CLOSE SELL,ABC,2016-10-12,80.61,0.59
SELL,ABC,2016-10-21,80.02,1.2615001
CLOSE SELL,ABC,2016-10-31,70.32,6.69
BUY,ABC,2017-01-03,82.61,1.8780003
CLOSE BUY,ABC,2017-01-20,83.75,-0.39
BUY,ABC,2017-01-24,84.41,2.1789997
CLOSE BUY,ABC,2017-03-06,89.99,1.56
SELL,ABC,2017-03-31,88.5,1.434
CLOSE SELL,ABC,2017-04-27,82.12,3.45
BUY,ABC,2017-05-31,91.77,1.6585
CLOSE BUY,ABC,2017-07-20,91.95,-0.89
BUY,ABC,2017-07-24,93.13,1.6260002
CLOSE BUY,ABC,2017-08-02,91.27,-2.00
SELL,ABC,2017-08-02,91.27,1.7765
CLOSE SELL,ABC,2017-08-22,79.23,5.78
BUY,ABC,2017-09-21,80.38,1.6634995
CLOSE BUY,ABC,2017-10-17,79.95,-1.26
SELL,ABC,2017-10-23,82.53,2.0905018
CLOSE SELL,ABC,2017-10-31,76.95,1.67
BUY,ABC,2017-12-08,86.7,2.354499
CLOSE BUY,ABC,2017-12-27,92.6,1.51
BUY,ABC,2018-01-02,94.04,1.9414997
CLOSE BUY,ABC,2018-01-30,102.46,3.34
BUY,ABC,2018-02-07,94.22,2.8359985
CLOSE BUY,ABC,2018-03-09,99.0,0.69
