MET,PUT,2015-01-05,52.11,1.28,2015-01-21,49.27,0.61,2015,1,0.61,,50.0,2015-02-20,1.15,1.89,4,296.00,1,296.00,,
MET,PUT,2015-01-23,48.77,1.27,2015-02-02,47.86,-0.14,2015,0,,-0.14,47.0,2015-03-20,1.27,1.48,3,63.00,1,63.00,,
MET,CALL,2015-02-03,49.11,1.34,2015-03-09,52.33,0.70,2015,1,0.70,,50.0,2015-03-20,1.21,2.44,4,492.00,1,492.00,,
MET,PUT,2015-03-25,50.31,0.90,2015-04-28,50.85,-0.80,2015,0,,-0.80,50.0,2015-05-15,1.64,0.71,3,-279.00,0,,-279.00,
MET,CALL,2015-04-28,50.85,0.81,2015-05-26,52.48,0.51,2015,1,0.51,,52.5,2015-06-19,0.7,0.89,7,133.00,1,133.00,,
MET,CALL,2015-06-02,52.84,0.88,2015-06-05,54.45,0.42,2015,1,0.42,,55.0,2015-07-17,0.51,1.08,9,513.00,1,513.00,,
MET,CALL,2015-06-16,56.33,0.90,2015-06-29,55.47,-0.98,2015,0,,-0.98,57.5,2015-07-17,0.74,0.38,6,-216.00,0,,-216.00,
MET,PUT,2015-07-02,56.16,1.04,2015-07-09,55.02,0.05,2015,1,0.05,,52.5,2015-08-21,0.9,1.03,5,65.00,1,65.00,,
MET,PUT,2015-07-24,56.15,1.09,2015-08-21,49.55,2.52,2015,1,2.52,,55.0,2015-08-21,1.04,5.0,4,1584.00,1,1584.00,,
MET,CALL,2015-08-24,47.4,1.39,2015-09-17,47.78,-0.36,2015,0,,-0.36,47.5,2015-10-16,2.98,1.56,1,-142.00,0,,-142.00,
MET,CALL,2015-10-05,47.79,1.21,2015-11-20,51.02,0.83,2015,1,0.83,,50.0,2015-11-20,0.76,0.92,6,96.00,1,96.00,,
MET,CALL,2015-10-05,47.79,1.21,2015-11-20,51.02,0.83,2015,1,0.83,,50.0,2015-11-20,0.76,0.92,6,96.00,1,96.00,,
MET,PUT,2015-12-09,48.59,0.91,2015-12-15,47.57,0.06,2015,1,0.06,,47.0,2016-01-15,0.97,1.15,5,90.00,1,90.00,,
MET,CALL,2015-12-22,47.21,1.15,2016-01-05,46.42,-0.84,2015,0,,-0.84,50.0,2016-02-19,0.66,0.33,3,-99.00,0,,-99.00,
MET,PUT,2016-01-06,44.37,1.23,2016-01-12,41.99,0.47,2016,1,0.47,,42.5,2016-01-15,0.39,0.75,6,216.00,1,216.00,,
MET,CALL,2016-01-20,42.21,1.38,2016-02-02,42.76,-0.30,2016,0,,-0.30,47.5,2016-03-18,0.42,0.2,5,-110.00,0,,-110.00,
MET,PUT,2016-02-02,42.76,1.56,2016-02-12,37.43,1.21,2016,1,1.21,,40.0,2016-03-18,1.04,3.2,2,432.00,1,432.00,,
MET,PUT,2016-02-23,38.42,1.40,2016-02-26,40.09,-1.00,2016,0,,-1.00,35.0,2016-04-15,0.77,0.42,6,-210.00,0,,-210.00,
MET,CALL,2016-03-01,41.68,1.48,2016-03-23,43.41,0.09,2016,1,0.09,,45.0,2016-04-15,0.4,0.38,12,-24.00,0,,-24.00,
MET,PUT,2016-04-05,42.89,1.21,2016-04-12,43.16,-0.61,2016,0,,-0.61,40.0,2016-05-20,0.87,0.65,5,-110.00,0,,-110.00,
MET,CALL,2016-04-12,43.16,1.13,2016-04-28,45.73,0.63,2016,1,0.63,,45.0,2016-05-20,0.68,1.47,7,553.00,1,553.00,,
